0	忘记基金账号和密码怎么办	更新了一下软件,怎么那个基金账号就进不去了
0	打不开模拟炒股	更新了一下软件,怎么那个基金账号就进不去了
1	如何查看科创板行情	哎你好我那个看那个的同花顺的这个行情我怎么能看到那个科创板呀
0	如何开通科创板交易权限	哎你好我那个看那个的同花顺的这个行情我怎么能看到那个科创板呀
0	你好	哎你好我那个看那个的同花顺的这个行情我怎么能看到那个科创板呀
0	神奇电波问题	哎你好我那个看那个的同花顺的这个行情我怎么能看到那个科创板呀
1	你是人工还是机器人	哎你是人工还是电脑啊
1	注册同花顺账号提示已注册怎么办	我想那个注册登录,我输入我的手机号他说我那个手机号已经被别人注册过了怎么回事
0	如何解除绑定的手机号	我想那个注册登录,我输入我的手机号他说我那个手机号已经被别人注册过了怎么回事
0	手机已经注册过了怎么重新注册	我想那个注册登录,我输入我的手机号他说我那个手机号已经被别人注册过了怎么回事
0	如何查询手机号有没有被注册过	我想那个注册登录,我输入我的手机号他说我那个手机号已经被别人注册过了怎么回事
1	level2问题	levellevel就是level二
0	level2如何购买	levellevel就是level二
0	如何下载level2软件	levellevel就是level二
0	如何使用level2软件	levellevel就是level二
1	提醒消息(推送.股价预警等)收不到怎么办	沒收到提醒
0	股票账号提示风险测评已过期怎么办	沒收到提醒
0	怎么对股票设置预警	沒收到提醒
0	软件设置问题	沒收到提醒
1	神奇电波问题	应该是那个神奇电波了
0	我要终止定投要怎么做	应该是那个神奇电波了
0	怎么登录	应该是那个神奇电波了
0	付费产品问题	应该是那个神奇电波了
0	如何购买神奇电波	应该是那个神奇电波了
0	神奇电波购买之后哪里查看	应该是那个神奇电波了
0	购买的神奇电波用不了怎么办	应该是那个神奇电波了
1	[机构]转账总是作废是什么原因	为什么转钱进帳号显示作废
0	为什么[机构]转证券转不了	为什么转钱进帳号显示作废
1	为什么问财选股不能用了	为什么现在的问财选股用不了了
1	无法开户怎么办	开不了户,啥情况
0	系统提示交易密码错误怎么办	开不了户,啥情况
0	电脑上账号登录不上去怎么办	开不了户,啥情况
1	账号被锁定如何解锁	提示账号被锁你好
1	如何开通创业板交易权限	请问怎么开通创业板交易资格
1	为什么购买不了股票	开通了怎么买不了股票
1	[机构]问题	我之前买哪个同花顺,买了两买了一个基金
0	短线宝如何购买	我之前买哪个同花顺,买了两买了一个基金
0	忘记基金账号和密码怎么办	我之前买哪个同花顺,买了两买了一个基金
0	付费软件什么时候到期	我之前买哪个同花顺,买了两买了一个基金
0	换手机后增值服务不能使用怎么办	我之前买哪个同花顺,买了两买了一个基金
0	[机构]账号登录不上怎么办	我之前买哪个同花顺,买了两买了一个基金
0	重复付款怎么办	我之前买哪个同花顺,买了两买了一个基金
0	手机level2如何升级为云端版level2	我之前买哪个同花顺,买了两买了一个基金
0	如何查看自己购买的基金	我之前买哪个同花顺,买了两买了一个基金
0	手机换号了怎么登录	我之前买哪个同花顺,买了两买了一个基金
1	定期理财产品在节假日到期怎么办	[机构]理财产品在节假日期限到了怎么办
1	[机构]账号登录不上怎么办	你们那个基金账号啊,怎么老是登不上啊
0	电脑上账号登录不上去怎么办	你们那个基金账号啊,怎么老是登不上啊
0	网络连接很慢或者老是掉线怎么办	你们那个基金账号啊,怎么老是登不上啊
0	股票账号登录不上去怎么办	你们那个基金账号啊,怎么老是登不上啊
0	同花顺账号登录不上去怎么办	你们那个基金账号啊,怎么老是登不上啊
0	[机构]账户怎么注销	你们那个基金账号啊,怎么老是登不上啊
0	换手机后账号登录不上去怎么办	你们那个基金账号啊,怎么老是登不上啊
0	打不开模拟炒股	你们那个基金账号啊,怎么老是登不上啊
1	如何修改个人信息	我要修改个人资料
1	基金如何赎回	手机如何赎回购买的基金
0	怎么登录	手机如何赎回购买的基金
0	基金撤单如何操作	手机如何赎回购买的基金
0	如何修改账号绑定的手机号	手机如何赎回购买的基金
1	证券转[机构]转不了怎么办	可用资金为什么不可以转出呢
0	如何进行[机构]转账	可用资金为什么不可以转出呢
0	证券转[机构]可取金额怎么会显示为0	可用资金为什么不可以转出呢
0	为什么[机构]转证券转不了	可用资金为什么不可以转出呢
0	[机构]问题	可用资金为什么不可以转出呢
0	股票账号的资产市值不准确什么原因	可用资金为什么不可以转出呢
1	基金交易如何升级[机构]卡限额	如何提高[机构]额度
1	如何开通买卖st股票的权限	我买不了st股票
0	为什么购买不了股票	我买不了st股票
1	[机构]能否绑定[机构]储蓄[机构]卡	基金开户没有[机构]储蓄[机构]的吗
1	登录账号提示密码错误怎么办	登陆密码怎么不对
0	基金收益显示不准确	登陆密码怎么不对
0	委托登录不上提示账号或通讯密码不对怎么办	登陆密码怎么不对
0	股票账号的资产市值不准确什么原因	登陆密码怎么不对
0	登录提示账户或密码错误怎么办	登陆密码怎么不对
0	模拟账号和密码忘记了怎么办	登陆密码怎么不对
0	重置密码时忘了绑定的[机构]卡号怎么办	登陆密码怎么不对
1	忘记账号和密码怎么找回	登录号忘记了
0	忘记同花顺账号和密码怎么办	登录号忘记了
0	重置密码时忘了绑定的[机构]卡号怎么办	登录号忘记了
0	模拟账号和密码忘记了怎么办	登录号忘记了
1	为什么系统会提示股票代码不存在	为什么无法进行买卖总出现股票代码不存在
1	为什么无法赎回基金	什么意思?我赎回不了
0	level2中的分时突破是什么意思	什么意思?我赎回不了
0	委托登录提示脚本执行错误怎么办	什么意思?我赎回不了
0	我赎回基金金额何时到账	什么意思?我赎回不了
0	基金赎回的资金为什么会返回同花顺钱包	什么意思?我赎回不了
1	用同花顺交易收不收费	同花顺的佣金和印花税是多少
0	交易手续费是如何收取的	同花顺的佣金和印花税是多少
0	我的股票交易佣金是多少	同花顺的佣金和印花税是多少
1	基金快速取现为什么还没到账	快速取现,怎么钱没到账
0	股票已经卖出了资金没有回到可用	快速取现,怎么钱没到账
1	同花顺钱包转出需要多久到账	同花顺钱包转出提示确认中,什么时候能收到钱
0	同花顺钱包转出没有到账怎么办	同花顺钱包转出提示确认中,什么时候能收到钱
0	同花顺钱包如何转出	同花顺钱包转出提示确认中,什么时候能收到钱
0	货币基金赎回后资金何时到账	同花顺钱包转出提示确认中,什么时候能收到钱
0	当天卖出股票所得资金,多久可以转账到[机构]	同花顺钱包转出提示确认中,什么时候能收到钱
1	券商理财没有到期能不能提前赎回	未到期的固收产品可以提前解约吗
1	手机换号了无法获取验证码怎么办	就是我那个炒股我那个电话号码换了嘛我现在收不到短信呢
0	绑定[机构]卡或购买基金时提示手机号码不符怎么办	就是我那个炒股我那个电话号码换了嘛我现在收不到短信呢
0	如何修改密码	就是我那个炒股我那个电话号码换了嘛我现在收不到短信呢
0	注册同花顺账号提示已注册怎么办	就是我那个炒股我那个电话号码换了嘛我现在收不到短信呢
0	手机号问题	就是我那个炒股我那个电话号码换了嘛我现在收不到短信呢
0	打不开模拟炒股	就是我那个炒股我那个电话号码换了嘛我现在收不到短信呢
0	付费产品问题	就是我那个炒股我那个电话号码换了嘛我现在收不到短信呢
1	忘记账号和密码怎么找回	我昨日在你们这里注册了一个用嗯新用户但是账号忘记了
0	用同花顺交易收不收费	我昨日在你们这里注册了一个用嗯新用户但是账号忘记了
0	注册问题	我昨日在你们这里注册了一个用嗯新用户但是账号忘记了
0	忘记同花顺账号和密码怎么办	我昨日在你们这里注册了一个用嗯新用户但是账号忘记了
0	同花顺基金交易时间	我昨日在你们这里注册了一个用嗯新用户但是账号忘记了
0	我想注册同花顺账号	我昨日在你们这里注册了一个用嗯新用户但是账号忘记了
1	[机构]支持绑定哪些[机构]	请问哪些[机构]能在你们上面交易
0	用同花顺交易收不收费	请问哪些[机构]能在你们上面交易
0	[机构]能否绑定[机构]储蓄[机构]卡	请问哪些[机构]能在你们上面交易
1	购买基金当天有没有收益	我今天买入了.那今天的收益算吗
0	付费软件什么时候到期	我今天买入了.那今天的收益算吗
1	如何查看活动奖励以及发放时间	我的奖励怎么看不到
0	忘记股票账号和密码怎么办	我的奖励怎么看不到
0	赎回记录为什么查询不到	我的奖励怎么看不到
0	开户后怎么领取开户奖励	我的奖励怎么看不到
0	为什么我看不到论股呢	我的奖励怎么看不到
0	神奇电波购买之后哪里查看	我的奖励怎么看不到
1	怎么登录	怎么可登上去
0	怎么登录[机构]账号	怎么可登上去
0	手机换号了怎么登录	怎么可登上去
0	新股申购要求	怎么可登上去
0	如何解绑[机构]卡	怎么可登上去
0	手机vip怎么使用	怎么可登上去
0	同花顺账号登录不上去怎么办	怎么可登上去
1	为什么系统会提示股票代码不存在	该股票代码不存在
1	为什么无法赎回基金	买了半年了,为什么还不可以赎回
0	申购基金后多久可以赎回	买了半年了,为什么还不可以赎回
0	神奇电波购买之后哪里查看	买了半年了,为什么还不可以赎回
0	新成立的基金什么时候可以赎回	买了半年了,为什么还不可以赎回
0	买了收费产品用不了怎么办	买了半年了,为什么还不可以赎回
0	购买的level2用不了怎么办	买了半年了,为什么还不可以赎回
1	如何查询账号绑定的[机构]卡信息	查一下[机构]卡号
0	忘记股票账号和密码怎么办	查一下[机构]卡号
0	如何查看自己购买的基金	查一下[机构]卡号
0	如何查询手机号有没有被注册过	查一下[机构]卡号
1	新股申购要求	申请新股条件
0	申购不了新股怎么办	申请新股条件
0	软件设置问题	申请新股条件
0	怎么对股票设置预警	申请新股条件
1	软件提示检测到账号在其他设备登录怎么办	软件显示有另一台设备登录我的账户
0	手机换号了怎么登录	软件显示有另一台设备登录我的账户
0	怎么登录[机构]账号	软件显示有另一台设备登录我的账户
0	怎么使用这个软件	软件显示有另一台设备登录我的账户
1	证券转[机构]提示客户禁止取款怎么办	客户禁止取款怎么解决
1	当天卖出股票所得资金,多久可以转账到[机构]	刚刚卖出的资金可以马上转到[机构]卡吗
0	同花顺钱包如何转出	刚刚卖出的资金可以马上转到[机构]卡吗
0	基金赎回后资金会到哪里	刚刚卖出的资金可以马上转到[机构]卡吗
0	定期理财到期之后是不是自动赎回的	刚刚卖出的资金可以马上转到[机构]卡吗
0	基金申购能不能撤单	刚刚卖出的资金可以马上转到[机构]卡吗
0	[机构]转账的操作时间是什么	刚刚卖出的资金可以马上转到[机构]卡吗
0	转账为什么资金到现在还没有到账	刚刚卖出的资金可以马上转到[机构]卡吗
0	证券转[机构]转不了怎么办	刚刚卖出的资金可以马上转到[机构]卡吗
1	同花顺钱包如何转出	钱包在那里可以转出
0	同花顺钱包在哪里	钱包在那里可以转出
0	为什么[机构]转证券转不了	钱包在那里可以转出
0	我想注册同花顺账号	钱包在那里可以转出
1	申购.赎回.定投基金按照哪一天的净值成交	开放式基金的申购和赎回价格怎么计算
1	券商理财到期后收益在哪里看	我买理财产品到期后本息自动滚到下期可看不见利息
0	定期理财到期之后是不是自动赎回的	我买理财产品到期后本息自动滚到下期可看不见利息
1	如何修改密码	怎么重置密码
0	我要修改交易密码	怎么重置密码
0	重置密码时忘了绑定的[机构]卡号怎么办	怎么重置密码
0	我已经重置过密码但还是提示错误怎么办	怎么重置密码
1	如何增加[机构]卡	怎么新加[机构]卡
0	如何解绑[机构]卡	怎么新加[机构]卡
1	操作赎回的基金什么时候确认	基金赎回多久可以去确认
0	货币基金赎回后资金何时到账	基金赎回多久可以去确认
0	新发基金认购能不能撤单	基金赎回多久可以去确认
0	基金赎回怎么收手续费	基金赎回多久可以去确认
0	当天卖出股票所得资金,多久可以转账到[机构]	基金赎回多久可以去确认
0	同花顺钱包转出需要多久到账	基金赎回多久可以去确认
1	为什么[机构]转证券转不了	想把[机构]里的钱转到证券,转入未成功,查询里显示bdm01字样
0	转账为什么资金到现在还没有到账	想把[机构]里的钱转到证券,转入未成功,查询里显示bdm01字样
0	[机构]转账后资金何时到账	想把[机构]里的钱转到证券,转入未成功,查询里显示bdm01字样
0	同花顺钱包如何转出	想把[机构]里的钱转到证券,转入未成功,查询里显示bdm01字样
0	证券转[机构]转不了怎么办	想把[机构]里的钱转到证券,转入未成功,查询里显示bdm01字样
0	忘记[机构]转帐的密码怎么办	想把[机构]里的钱转到证券,转入未成功,查询里显示bdm01字样
1	可用资金为什么会自动购买国债逆回购	为什么我的资金会跑到国债里面呢
0	忘记股票账号和密码怎么办	为什么我的资金会跑到国债里面呢
0	证券转[机构]转不了怎么办	为什么我的资金会跑到国债里面呢
0	股票账号的资产市值不准确什么原因	为什么我的资金会跑到国债里面呢
1	购买后产品没有开通怎么办	我刚支付了280,付费服务怎么没开通
0	购买的vip用不了怎么办	我刚支付了280,付费服务怎么没开通
0	购买的level2没有开通怎么办	我刚支付了280,付费服务怎么没开通
0	买了收费产品如何使用	我刚支付了280,付费服务怎么没开通
0	购买的短线宝用不了怎么办	我刚支付了280,付费服务怎么没开通
0	付费软件什么时候到期	我刚支付了280,付费服务怎么没开通
1	高端产品如何使用	您好我想问一下ai机构活跃度这个软件怎么使用
0	如何查看科创板行情	您好我想问一下ai机构活跃度这个软件怎么使用
0	怎么使用这个软件	您好我想问一下ai机构活跃度这个软件怎么使用
0	你好	您好我想问一下ai机构活跃度这个软件怎么使用
0	如何使用涨停助手	您好我想问一下ai机构活跃度这个软件怎么使用
0	软件打不开怎么办	您好我想问一下ai机构活跃度这个软件怎么使用
1	忘记密码无法点击下一步怎么办	[机构]上忘记密码点下一步怎么没反应
1	购买的短线宝用不了怎么办	短线宝怎没法使用
0	如何使用短线宝软件	短线宝怎没法使用
0	短线宝如何购买	短线宝怎没法使用
1	你是人工还是机器人	人工吗
0	同花顺人工客服工作时间	人工吗
1	基金撤单如何操作	基金怎么撤单
0	怎样撤销基金预约赎回	基金怎么撤单
1	可用资金为什么会自动购买国债逆回购	你好我那个股票账户里面那个呃那个它现在自动转入那个国国债逆回购那里啊我想提出了怎么企业啊
0	如何查看科创板行情	你好我那个股票账户里面那个呃那个它现在自动转入那个国国债逆回购那里啊我想提出了怎么企业啊
0	手机号问题	你好我那个股票账户里面那个呃那个它现在自动转入那个国国债逆回购那里啊我想提出了怎么企业啊
1	如何修改密码	支付密码在网上怎么改
0	如何修改通讯密码	支付密码在网上怎么改
0	如何修改账号绑定的手机号	支付密码在网上怎么改
0	我要修改交易密码	支付密码在网上怎么改
0	[机构]账户怎么注销	支付密码在网上怎么改
0	如何修改开户预留手机号	支付密码在网上怎么改
0	[机构]支持绑定哪些[机构]	支付密码在网上怎么改
1	电脑上账号登录不上去怎么办	电脑上登陆不了同花顺是什么原因啊
0	为什么购买不了股票	电脑上登陆不了同花顺是什么原因啊
0	为什么无法转账	电脑上登陆不了同花顺是什么原因啊
0	基金定投扣款失败的原因	电脑上登陆不了同花顺是什么原因啊
0	[机构]账号登录不上怎么办	电脑上登陆不了同花顺是什么原因啊
0	如何开户	电脑上登陆不了同花顺是什么原因啊
0	基金申购失败的原因	电脑上登陆不了同花顺是什么原因啊
0	为什么系统会提示股票代码不存在	电脑上登陆不了同花顺是什么原因啊
1	电脑上看不到level2的功能怎么办	手机端买了l2,电脑端怎么登陆不了
0	手机与电脑的自选股怎么同步	手机端买了l2,电脑端怎么登陆不了
0	如何使用level2软件	手机端买了l2,电脑端怎么登陆不了
0	电脑上账号登录不上去怎么办	手机端买了l2,电脑端怎么登陆不了
0	股票账号使用指纹登录不了	手机端买了l2,电脑端怎么登陆不了
0	手机电脑怎样才能同步	手机端买了l2,电脑端怎么登陆不了
0	怎么登录	手机端买了l2,电脑端怎么登陆不了
0	同花顺账号登录不上去怎么办	手机端买了l2,电脑端怎么登陆不了
0	账号被锁问题	手机端买了l2,电脑端怎么登陆不了
1	短线宝如何购买	它那个短线宝,怎么买怎么操作
0	如何使用短线宝软件	它那个短线宝,怎么买怎么操作
0	我想要买基金	它那个短线宝,怎么买怎么操作
0	如何修改账号绑定的手机号	它那个短线宝,怎么买怎么操作
1	[机构]转账后资金何时到账	你好转出到[机构]什么时候到帐
0	我的基金现金分红什么时候到账	你好转出到[机构]什么时候到帐
0	我赎回基金金额何时到账	你好转出到[机构]什么时候到帐
0	[机构]转账的操作时间是什么	你好转出到[机构]什么时候到帐
0	同花顺钱包转出需要多久到账	你好转出到[机构]什么时候到帐
0	基金撤单资金什么时候到账	你好转出到[机构]什么时候到帐
1	为什么不能显示突/积	系统提示某只股票发出,积或者突.可是没有显示文字突或者积
0	登录提示账户或密码错误怎么办	系统提示某只股票发出,积或者突.可是没有显示文字突或者积
0	系统提示交易密码错误怎么办	系统提示某只股票发出,积或者突.可是没有显示文字突或者积
0	无法修改绑定的手机号码	系统提示某只股票发出,积或者突.可是没有显示文字突或者积
0	[机构]转账提示证件过期怎么处理	系统提示某只股票发出,积或者突.可是没有显示文字突或者积
0	软件有问题了	系统提示某只股票发出,积或者突.可是没有显示文字突或者积
0	委托登录提示不能转发到合适的事务处理机	系统提示某只股票发出,积或者突.可是没有显示文字突或者积
0	为什么系统会提示股票代码不存在	系统提示某只股票发出,积或者突.可是没有显示文字突或者积
1	开户绑定[机构]卡不成功怎么办	绑卡时出现错误
0	委托登录提示脚本执行错误怎么办	绑卡时出现错误
0	[机构]支持绑定哪些[机构]	绑卡时出现错误
0	分时k线上的bst点是什么意思	绑卡时出现错误
0	系统提示交易密码错误怎么办	绑卡时出现错误
0	证券转[机构]操作时提示密码错误	绑卡时出现错误
1	付费产品购买流程	付费产品的购买步骤是什么
0	[机构]账户怎么注销	付费产品的购买步骤是什么
0	想要更换产品权限怎么操作	付费产品的购买步骤是什么
0	如何开通[机构]在线支付业务	付费产品的购买步骤是什么
0	我想咨询同花顺付费产品	付费产品的购买步骤是什么
1	忘记密码无法点击下一步怎么办	我想请问一下就是[机构]的那个我的交易账号密码忘记了然后我点了忘记密码到这些那确定的时候怎么老是点不开的点不进去
0	忘记基金账号和密码怎么办	我想请问一下就是[机构]的那个我的交易账号密码忘记了然后我点了忘记密码到这些那确定的时候怎么老是点不开的点不进去
0	模拟账号和密码忘记了怎么办	我想请问一下就是[机构]的那个我的交易账号密码忘记了然后我点了忘记密码到这些那确定的时候怎么老是点不开的点不进去
0	为什么我看不到论股呢	我想请问一下就是[机构]的那个我的交易账号密码忘记了然后我点了忘记密码到这些那确定的时候怎么老是点不开的点不进去
0	交易手续费是如何收取的	我想请问一下就是[机构]的那个我的交易账号密码忘记了然后我点了忘记密码到这些那确定的时候怎么老是点不开的点不进去
0	忘记通讯密码怎么查询	我想请问一下就是[机构]的那个我的交易账号密码忘记了然后我点了忘记密码到这些那确定的时候怎么老是点不开的点不进去
1	如何增加[机构]卡	怎么添加[机构]
0	[机构]能否绑定[机构]储蓄[机构]卡	怎么添加[机构]
0	怎么对股票设置预警	怎么添加[机构]
0	开户绑定[机构]卡不成功怎么办	怎么添加[机构]
1	何时可查询基金申购是否成功	什么时候可查找基金买进是否成功
1	定期理财持有到期实际收益有多少	短期理财持有到期实际收益有多少
0	券商理财持有到期实际收益有多少	短期理财持有到期实际收益有多少
1	变更[机构]卡进度如何查询	请问我的[机构]卡有更换成功没有
0	换卡成功后为什么赎回还是显示到老卡	请问我的[机构]卡有更换成功没有
0	开户是否已完成,怎么查询进度	请问我的[机构]卡有更换成功没有
0	我的股票交易佣金是多少	请问我的[机构]卡有更换成功没有
0	[机构]卡里有钱,为什么会扣款失败	请问我的[机构]卡有更换成功没有
0	注册问题	请问我的[机构]卡有更换成功没有
0	如何办理变更[机构]卡业务	请问我的[机构]卡有更换成功没有
0	如何解绑[机构]卡	请问我的[机构]卡有更换成功没有
0	买了收费产品如何使用	请问我的[机构]卡有更换成功没有
1	为什么无法赎回基金	为什我买的1万的基金为什么不能赎回
0	[机构]问题	为什我买的1万的基金为什么不能赎回
0	申购基金后多久可以赎回	为什我买的1万的基金为什么不能赎回
0	新成立的基金什么时候可以赎回	为什我买的1万的基金为什么不能赎回
1	买了机构探测器如何使用	求指导机构探测器的使用方法
0	如何使用荐股师	求指导机构探测器的使用方法
0	如何使用短线宝软件	求指导机构探测器的使用方法
1	[机构]账户怎么注销	注销[机构]账户
0	怎么注销同花顺账号	注销[机构]账户
0	[机构]问题	注销[机构]账户
1	申购.赎回.定投基金按照哪一天的净值成交	定期定额业务按照哪一天的基金净值成交
0	如何变更定投扣款方式	定期定额业务按照哪一天的基金净值成交
0	基金定投的扣款方式有哪些	定期定额业务按照哪一天的基金净值成交
0	基金资产突然变少是什么原因	定期定额业务按照哪一天的基金净值成交
1	如何使用level2软件	我买了乚2,怎么用
0	如何使用手机level2软件	我买了乚2,怎么用
0	怎么使用这个软件	我买了乚2,怎么用
0	神奇电波购买之后如何使用	我买了乚2,怎么用
0	高端产品如何使用	我买了乚2,怎么用
0	如何使用短线宝软件	我买了乚2,怎么用
1	股票交易手续费是如何收取的	怎样才能知道我每次买卖股票扣了多少费用
0	基金赎回到同花顺钱包什么时候到账	怎样才能知道我每次买卖股票扣了多少费用
0	基金赎回怎么收手续费	怎样才能知道我每次买卖股票扣了多少费用
0	我的开户券商或营业部忘记了怎么办	怎样才能知道我每次买卖股票扣了多少费用
0	如何进行[机构]转账	怎样才能知道我每次买卖股票扣了多少费用
0	如何查看基金历史盈亏	怎样才能知道我每次买卖股票扣了多少费用
0	新股申购要求	怎样才能知道我每次买卖股票扣了多少费用
1	旧[机构]卡销户了如何收到基金赎回金额	我原来的[机构]卡丢失了,假如赎回怎样转到别的[机构]卡里
0	关联的[机构]卡丢了怎么办	我原来的[机构]卡丢失了,假如赎回怎样转到别的[机构]卡里
0	如何办理变更[机构]卡业务	我原来的[机构]卡丢失了,假如赎回怎样转到别的[机构]卡里
0	同花顺钱包如何转出	我原来的[机构]卡丢失了,假如赎回怎样转到别的[机构]卡里
1	换手机后账号登录不上去怎么办	我的现在换了手机登陆不上
0	手机号问题	我的现在换了手机登陆不上
0	股票账号使用指纹登录不了	我的现在换了手机登陆不上
0	同花顺账号登录不上去怎么办	我的现在换了手机登陆不上
1	短线精灵数据没有刷新如何处理	短线精灵不自动刷新
1	无法绑定手机号码	用软件的时候它提示它提示我要绑定手机号,点击确定手机号绑定的时候呢它有提示我那个绑定失败
0	如何修改账号绑定的手机号	用软件的时候它提示它提示我要绑定手机号,点击确定手机号绑定的时候呢它有提示我那个绑定失败
0	手机号问题	用软件的时候它提示它提示我要绑定手机号,点击确定手机号绑定的时候呢它有提示我那个绑定失败
0	如何解除绑定的手机号	用软件的时候它提示它提示我要绑定手机号,点击确定手机号绑定的时候呢它有提示我那个绑定失败
1	如何查看活动奖励以及发放时间	活动奖励怎么还不到
1	股票账号提示风险测评已过期怎么办	哦,我想问我想问一下子就是我这个手机的话这个它老是写一个显示一个什么风险测评,过期提醒我一点几的话,它就
0	手机换号了怎么登录	哦,我想问我想问一下子就是我这个手机的话这个它老是写一个显示一个什么风险测评,过期提醒我一点几的话,它就
0	注册问题	哦,我想问我想问一下子就是我这个手机的话这个它老是写一个显示一个什么风险测评,过期提醒我一点几的话,它就
